filename,gender,emotion,intensity,actor_id
data/processed/ravdess\03-01-02-02-01-01-02.wav,female,calm,strong,02
data/processed/ravdess\03-01-02-02-01-01-03.wav,male,calm,strong,03
data/processed/ravdess\03-01-02-02-01-01-04.wav,female,calm,strong,04
data/processed/ravdess\03-01-02-02-01-01-05.wav,male,calm,strong,05
data/processed/ravdess\03-01-02-02-01-01-06.wav,female,calm,strong,06
data/processed/ravdess\03-01-02-02-01-01-07.wav,male,calm,strong,07
data/processed/ravdess\03-01-02-02-01-01-08.wav,female,calm,strong,08
data/processed/ravdess\03-01-02-02-01-01-09.wav,male,calm,strong,09
data/processed/ravdess\03-01-02-02-01-01-10.wav,female,calm,strong,10
data/processed/ravdess\03-01-02-02-01-01-11.wav,male,calm,strong,11
data/processed/ravdess\03-01-02-02-01-01-12.wav,female,calm,strong,12
data/processed/ravdess\03-01-02-02-01-01-13.wav,male,calm,strong,13
data/processed/ravdess\03-01-02-02-01-01-14.wav,female,calm,strong,14
data/processed/ravdess\03-01-02-02-01-01-15.wav,male,calm,strong,15
data/processed/ravdess\03-01-02-02-01-01-16.wav,female,calm,strong,16
data/processed/ravdess\03-01-02-02-01-01-17.wav,male,calm,strong,17
data/processed/ravdess\03-01-02-02-01-01-18.wav,female,calm,strong,18
data/processed/ravdess\03-01-02-02-01-01-19.wav,male,calm,strong,19
data/processed/ravdess\03-01-02-02-01-01-20.wav,female,calm,strong,20
data/processed/ravdess\03-01-02-02-01-01-21.wav,male,calm,strong,21
data/processed/ravdess\03-01-02-02-01-01-22.wav,female,calm,strong,22
data/processed/ravdess\03-01-02-02-01-01-23.wav,male,calm,strong,23
data/processed/ravdess\03-01-02-02-01-01-24.wav,female,calm,strong,24
data/processed/ravdess\03-01-02-02-01-02-01.wav,male,calm,strong,01
data/processed/ravdess\03-01-02-02-01-02-02.wav,female,calm,strong,02
data/processed/ravdess\03-01-02-02-01-02-03.wav,male,calm,strong,03
data/processed/ravdess\03-01-02-02-01-02-04.wav,female,calm,strong,04
data/processed/ravdess\03-01-02-02-01-02-05.wav,male,calm,strong,05
data/processed/ravdess\03-01-02-02-01-02-06.wav,female,calm,strong,06
data/processed/ravdess\03-01-02-02-01-02-07.wav,male,calm,strong,07
data/processed/ravdess\03-01-02-02-01-02-08.wav,female,calm,strong,08
data/processed/ravdess\03-01-02-02-01-02-09.wav,male,calm,strong,09
data/processed/ravdess\03-01-02-02-01-02-10.wav,female,calm,strong,10
data/processed/ravdess\03-01-02-02-01-02-11.wav,male,calm,strong,11
data/processed/ravdess\03-01-02-02-01-02-12.wav,female,calm,strong,12
data/processed/ravdess\03-01-02-02-01-02-13.wav,male,calm,strong,13
data/processed/ravdess\03-01-02-02-01-02-14.wav,female,calm,strong,14
data/processed/ravdess\03-01-02-02-01-02-15.wav,male,calm,strong,15
data/processed/ravdess\03-01-02-02-01-02-16.wav,female,calm,strong,16
data/processed/ravdess\03-01-02-02-01-02-17.wav,male,calm,strong,17
data/processed/ravdess\03-01-02-02-01-02-18.wav,female,calm,strong,18
data/processed/ravdess\03-01-02-02-01-02-19.wav,male,calm,strong,19
data/processed/ravdess\03-01-02-02-01-02-20.wav,female,calm,strong,20
data/processed/ravdess\03-01-02-02-01-02-21.wav,male,calm,strong,21
data/processed/ravdess\03-01-02-02-01-02-22.wav,female,calm,strong,22
data/processed/ravdess\03-01-02-02-01-02-23.wav,male,calm,strong,23
data/processed/ravdess\03-01-02-02-01-02-24.wav,female,calm,strong,24
data/processed/ravdess\03-01-02-02-02-01-01.wav,male,calm,strong,01
data/processed/ravdess\03-01-02-02-02-01-02.wav,female,calm,strong,02
data/processed/ravdess\03-01-02-02-02-01-03.wav,male,calm,strong,03
data/processed/ravdess\03-01-02-02-02-01-04.wav,female,calm,strong,04
data/processed/ravdess\03-01-02-02-02-01-05.wav,male,calm,strong,05
data/processed/ravdess\03-01-02-02-02-01-06.wav,female,calm,strong,06
data/processed/ravdess\03-01-02-02-02-01-07.wav,male,calm,strong,07
data/processed/ravdess\03-01-02-02-02-01-08.wav,female,calm,strong,08
data/processed/ravdess\03-01-02-02-02-01-09.wav,male,calm,strong,09
data/processed/ravdess\03-01-02-02-02-01-10.wav,female,calm,strong,10
data/processed/ravdess\03-01-02-02-02-01-11.wav,male,calm,strong,11
data/processed/ravdess\03-01-02-02-02-01-12.wav,female,calm,strong,12
data/processed/ravdess\03-01-02-02-02-01-13.wav,male,calm,strong,13
data/processed/ravdess\03-01-02-02-02-01-14.wav,female,calm,strong,14
data/processed/ravdess\03-01-02-02-02-01-15.wav,male,calm,strong,15
data/processed/ravdess\03-01-02-02-02-01-16.wav,female,calm,strong,16
data/processed/ravdess\03-01-02-02-02-01-17.wav,male,calm,strong,17
data/processed/ravdess\03-01-02-02-02-01-18.wav,female,calm,strong,18
data/processed/ravdess\03-01-02-02-02-01-19.wav,male,calm,strong,19
data/processed/ravdess\03-01-02-02-02-01-20.wav,female,calm,strong,20
data/processed/ravdess\03-01-02-02-02-01-21.wav,male,calm,strong,21
data/processed/ravdess\03-01-02-02-02-01-22.wav,female,calm,strong,22
data/processed/ravdess\03-01-02-02-02-01-23.wav,male,calm,strong,23
data/processed/ravdess\03-01-02-02-02-01-24.wav,female,calm,strong,24
data/processed/ravdess\03-01-02-02-02-02-01.wav,male,calm,strong,01
data/processed/ravdess\03-01-02-02-02-02-02.wav,female,calm,strong,02
data/processed/ravdess\03-01-02-02-02-02-03.wav,male,calm,strong,03
data/processed/ravdess\03-01-02-02-02-02-04.wav,female,calm,strong,04
data/processed/ravdess\03-01-02-02-02-02-05.wav,male,calm,strong,05
data/processed/ravdess\03-01-02-02-02-02-06.wav,female,calm,strong,06
data/processed/ravdess\03-01-02-02-02-02-07.wav,male,calm,strong,07
data/processed/ravdess\03-01-02-02-02-02-08.wav,female,calm,strong,08
data/processed/ravdess\03-01-02-02-02-02-09.wav,male,calm,strong,09
data/processed/ravdess\03-01-02-02-02-02-10.wav,female,calm,strong,10
data/processed/ravdess\03-01-02-02-02-02-11.wav,male,calm,strong,11
data/processed/ravdess\03-01-02-02-02-02-12.wav,female,calm,strong,12
data/processed/ravdess\03-01-02-02-02-02-13.wav,male,calm,strong,13
data/processed/ravdess\03-01-02-02-02-02-14.wav,female,calm,strong,14
data/processed/ravdess\03-01-02-02-02-02-15.wav,male,calm,strong,15
data/processed/ravdess\03-01-02-02-02-02-16.wav,female,calm,strong,16
data/processed/ravdess\03-01-02-02-02-02-17.wav,male,calm,strong,17
data/processed/ravdess\03-01-02-02-02-02-18.wav,female,calm,strong,18
data/processed/ravdess\03-01-02-02-02-02-19.wav,male,calm,strong,19
data/processed/ravdess\03-01-02-02-02-02-20.wav,female,calm,strong,20
data/processed/ravdess\03-01-02-02-02-02-21.wav,male,calm,strong,21
data/processed/ravdess\03-01-02-02-02-02-22.wav,female,calm,strong,22
data/processed/ravdess\03-01-02-02-02-02-23.wav,male,calm,strong,23
data/processed/ravdess\03-01-02-02-02-02-24.wav,female,calm,strong,24
data/processed/ravdess\03-01-03-01-01-01-01.wav,male,happy,normal,01
data/processed/ravdess\03-01-03-01-01-01-02.wav,female,happy,normal,02
data/processed/ravdess\03-01-03-01-01-01-03.wav,male,happy,normal,03
data/processed/ravdess\03-01-03-01-01-01-04.wav,female,happy,normal,04
data/processed/ravdess\03-01-03-01-01-01-05.wav,male,happy,normal,05
data/processed/ravdess\03-01-03-01-01-01-06.wav,female,happy,normal,06
data/processed/ravdess\03-01-03-01-01-01-07.wav,male,happy,normal,07
data/processed/ravdess\03-01-03-01-01-01-08.wav,female,happy,normal,08
data/processed/ravdess\03-01-03-01-01-01-09.wav,male,happy,normal,09
data/processed/ravdess\03-01-03-01-01-01-10.wav,female,happy,normal,10
data/processed/ravdess\03-01-03-01-01-01-11.wav,male,happy,normal,11
data/processed/ravdess\03-01-03-01-01-01-12.wav,female,happy,normal,12
data/processed/ravdess\03-01-03-01-01-01-13.wav,male,happy,normal,13
data/processed/ravdess\03-01-03-01-01-01-14.wav,female,happy,normal,14
data/processed/ravdess\03-01-03-01-01-01-15.wav,male,happy,normal,15
data/processed/ravdess\03-01-03-01-01-01-16.wav,female,happy,normal,16
data/processed/ravdess\03-01-03-01-01-01-17.wav,male,happy,normal,17
data/processed/ravdess\03-01-03-01-01-01-18.wav,female,happy,normal,18
data/processed/ravdess\03-01-03-01-01-01-19.wav,male,happy,normal,19
data/processed/ravdess\03-01-03-01-01-01-20.wav,female,happy,normal,20
data/processed/ravdess\03-01-03-01-01-01-21.wav,male,happy,normal,21
data/processed/ravdess\03-01-03-01-01-01-22.wav,female,happy,normal,22
data/processed/ravdess\03-01-03-01-01-01-23.wav,male,happy,normal,23
data/processed/ravdess\03-01-03-01-01-01-24.wav,female,happy,normal,24
data/processed/ravdess\03-01-03-01-01-02-01.wav,male,happy,normal,01
data/processed/ravdess\03-01-03-01-01-02-02.wav,female,happy,normal,02
data/processed/ravdess\03-01-03-01-01-02-03.wav,male,happy,normal,03
data/processed/ravdess\03-01-03-01-01-02-04.wav,female,happy,normal,04
data/processed/ravdess\03-01-03-01-01-02-05.wav,male,happy,normal,05
data/processed/ravdess\03-01-03-01-01-02-06.wav,female,happy,normal,06
data/processed/ravdess\03-01-03-01-01-02-07.wav,male,happy,normal,07
data/processed/ravdess\03-01-03-01-01-02-08.wav,female,happy,normal,08
data/processed/ravdess\03-01-03-01-01-02-09.wav,male,happy,normal,09
data/processed/ravdess\03-01-03-01-01-02-10.wav,female,happy,normal,10
data/processed/ravdess\03-01-03-01-01-02-11.wav,male,happy,normal,11
data/processed/ravdess\03-01-03-01-01-02-12.wav,female,happy,normal,12
data/processed/ravdess\03-01-03-01-01-02-13.wav,male,happy,normal,13
data/processed/ravdess\03-01-03-01-01-02-14.wav,female,happy,normal,14
data/processed/ravdess\03-01-03-01-01-02-15.wav,male,happy,normal,15
data/processed/ravdess\03-01-03-01-01-02-16.wav,female,happy,normal,16
data/processed/ravdess\03-01-03-01-01-02-17.wav,male,happy,normal,17
data/processed/ravdess\03-01-03-01-01-02-18.wav,female,happy,normal,18
data/processed/ravdess\03-01-03-01-01-02-19.wav,male,happy,normal,19
data/processed/ravdess\03-01-03-01-01-02-20.wav,female,happy,normal,20
data/processed/ravdess\03-01-03-01-01-02-21.wav,male,happy,normal,21
data/processed/ravdess\03-01-03-01-01-02-22.wav,female,happy,normal,22
data/processed/ravdess\03-01-03-01-01-02-23.wav,male,happy,normal,23
data/processed/ravdess\03-01-03-01-01-02-24.wav,female,happy,normal,24
data/processed/ravdess\03-01-03-01-02-01-01.wav,male,happy,normal,01
data/processed/ravdess\03-01-03-01-02-01-02.wav,female,happy,normal,02
data/processed/ravdess\03-01-03-01-02-01-03.wav,male,happy,normal,03
data/processed/ravdess\03-01-03-01-02-01-04.wav,female,happy,normal,04
data/processed/ravdess\03-01-03-01-02-01-05.wav,male,happy,normal,05
data/processed/ravdess\03-01-03-01-02-01-06.wav,female,happy,normal,06
data/processed/ravdess\03-01-03-01-02-01-07.wav,male,happy,normal,07
data/processed/ravdess\03-01-03-01-02-01-08.wav,female,happy,normal,08
data/processed/ravdess\03-01-03-01-02-01-09.wav,male,happy,normal,09
data/processed/ravdess\03-01-03-01-02-01-10.wav,female,happy,normal,10
data/processed/ravdess\03-01-03-01-02-01-11.wav,male,happy,normal,11
data/processed/ravdess\03-01-03-01-02-01-12.wav,female,happy,normal,12
data/processed/ravdess\03-01-03-01-02-01-13.wav,male,happy,normal,13
data/processed/ravdess\03-01-03-01-02-01-14.wav,female,happy,normal,14
data/processed/ravdess\03-01-03-01-02-01-15.wav,male,happy,normal,15
data/processed/ravdess\03-01-03-01-02-01-16.wav,female,happy,normal,16
data/processed/ravdess\03-01-03-01-02-01-17.wav,male,happy,normal,17
data/processed/ravdess\03-01-03-01-02-01-18.wav,female,happy,normal,18
data/processed/ravdess\03-01-03-01-02-01-19.wav,male,happy,normal,19
data/processed/ravdess\03-01-03-01-02-01-20.wav,female,happy,normal,20
data/processed/ravdess\03-01-03-01-02-01-21.wav,male,happy,normal,21
data/processed/ravdess\03-01-03-01-02-01-22.wav,female,happy,normal,22
data/processed/ravdess\03-01-03-01-02-01-23.wav,male,happy,normal,23
data/processed/ravdess\03-01-03-01-02-01-24.wav,female,happy,normal,24
data/processed/ravdess\03-01-03-01-02-02-01.wav,male,happy,normal,01
data/processed/ravdess\03-01-03-01-02-02-02.wav,female,happy,normal,02
data/processed/ravdess\03-01-03-01-02-02-03.wav,male,happy,normal,03
data/processed/ravdess\03-01-03-01-02-02-04.wav,female,happy,normal,04
data/processed/ravdess\03-01-03-01-02-02-05.wav,male,happy,normal,05
data/processed/ravdess\03-01-03-01-02-02-06.wav,female,happy,normal,06
data/processed/ravdess\03-01-03-01-02-02-07.wav,male,happy,normal,07
data/processed/ravdess\03-01-03-01-02-02-08.wav,female,happy,normal,08
data/processed/ravdess\03-01-03-01-02-02-09.wav,male,happy,normal,09
data/processed/ravdess\03-01-03-01-02-02-10.wav,female,happy,normal,10
data/processed/ravdess\03-01-03-01-02-02-11.wav,male,happy,normal,11
data/processed/ravdess\03-01-03-01-02-02-12.wav,female,happy,normal,12
data/processed/ravdess\03-01-03-01-02-02-13.wav,male,happy,normal,13
data/processed/ravdess\03-01-03-01-02-02-14.wav,female,happy,normal,14
